City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Month,Season,PM_ratio,Pollutant_Load
Ahmedabad,2015-02-21,234.22999999999996,136.6,61.95,46.25,106.92,16.99,4.14,43.33,33.55,10.92,25.889999999999997,1.38,1141.0,2,Winter,1.7147144948755488,143.25249999999997
Ahmedabad,2015-02-22,142.96,136.6,45.45,48.21,92.32,16.99,4.14,43.33,34.77,7.35,22.4,1.38,669.0,2,Winter,1.0465592972181552,107.0385
Ahmedabad,2015-02-23,234.22999999999996,136.6,63.059999999999995,55.07,112.03999999999999,16.99,4.14,43.33,37.3,10.92,25.889999999999997,1.38,1247.0,2,Winter,1.7147144948755488,144.57549999999998
Ahmedabad,2015-02-24,118.72,136.6,12.56,32.01,42.56,16.99,4.14,43.33,38.8,10.92,25.889999999999997,1.38,411.0,2,Winter,0.8691068814055637,94.91250000000001
Ahmedabad,2015-02-25,52.99,136.6,2.23,10.45,10.39,16.99,2.23,32.76,67.25,3.85,11.39,1.38,292.0,2,Winter,0.3879209370424598,62.419500000000006
Ahmedabad,2015-03-02,60.78,111.88999999999999,9.07,18.21,27.34,16.99,4.14,29.48,34.75,2.05,0.55,1.38,189.0,3,Spring,0.5432120832960945,62.10399999999999
Ahmedabad,2015-03-03,91.83,111.88999999999999,12.99,28.71,40.76,16.99,4.14,39.71,38.46,2.69,1.74,1.38,408.0,3,Spring,0.8207167754044151,77.122
Ahmedabad,2015-03-04,93.88,111.88999999999999,18.21,29.38,47.01,16.99,4.14,43.33,46.79,5.21,2.55,1.38,383.0,3,Spring,0.8390383412279918,78.40449999999998
Ahmedabad,2015-03-05,173.01,111.88999999999999,48.44,42.27,90.73,16.99,4.14,43.33,59.39,9.72,9.96,1.38,780.0,3,Spring,1.5462507820180535,111.99
Ahmedabad,2015-03-08,71.56,111.88999999999999,3.51,16.83,20.32,16.99,3.51,30.28,57.16,3.95,8.01,1.38,190.0,3,Spring,0.6395567074805614,65.65899999999999
Ahmedabad,2015-03-09,119.8,111.88999999999999,4.13,24.07,27.9,16.99,4.13,43.33,50.49,4.85,12.15,1.38,233.0,3,Spring,1.0706944320314595,87.966
Ahmedabad,2015-03-10,106.71,111.88999999999999,5.39,25.59,30.51,16.99,4.14,38.85,60.17,5.58,14.17,1.38,297.0,3,Spring,0.9537045312360355,82.52
Ahmedabad,2015-03-11,118.49,111.88999999999999,4.11,28.94,31.83,16.99,4.11,43.33,53.61,7.9,21.32,1.38,330.0,3,Spring,1.058986504602735,88.15249999999999
Ahmedabad,2015-03-12,106.01,111.88999999999999,4.28,27.31,30.54,16.99,4.14,43.33,40.91,9.45,15.54,1.38,252.0,3,Spring,0.9474483868084728,82.946
Ahmedabad,2015-03-13,97.34,111.88999999999999,3.67,21.58,24.62,16.99,3.67,43.33,45.69,5.61,15.02,1.38,244.0,3,Spring,0.8699615693985165,78.1485
Ahmedabad,2015-03-14,83.92,111.88999999999999,6.42,25.03,30.8,16.99,4.14,43.33,34.94,8.24,21.47,1.38,234.0,3,Spring,0.7500223433729557,73.768
Ahmedabad,2015-03-15,49.51,111.88999999999999,3.1,14.16,16.15,16.99,3.1,43.33,37.95,4.34,11.34,1.38,219.0,3,Spring,0.4424881580123336,57.3335
Ahmedabad,2015-03-16,30.76,111.88999999999999,2.72,14.14,16.98,16.99,2.72,43.33,54.78,3.58,9.38,1.38,118.0,3,Spring,0.2749128608454733,49.4505
Ahmedabad,2015-03-17,50.29,111.88999999999999,5.34,29.84,33.28,16.99,4.14,43.33,45.44,5.45,15.12,1.38,231.0,3,Spring,0.44945929037447496,61.037499999999994
Ahmedabad,2015-03-18,57.69,111.88999999999999,25.36,29.48,54.79,16.99,4.14,43.33,52.87,9.55,25.889999999999997,1.38,286.0,3,Spring,0.5155956743229958,63.94349999999999
Ahmedabad,2015-03-19,105.06,111.88999999999999,46.24,37.05,82.23,16.99,4.14,43.33,45.65,10.92,25.889999999999997,1.38,883.0,3,Spring,0.9389579050853518,84.027
Ahmedabad,2015-03-20,94.1,111.88999999999999,22.14,36.53,57.49,16.99,4.14,43.33,46.77,10.92,25.889999999999997,1.38,720.0,3,Spring,0.8410045580480829,79.565
Ahmedabad,2015-03-21,111.89,111.88999999999999,22.25,43.29,64.53,16.99,4.14,43.33,50.57,10.92,25.889999999999997,1.38,570.0,3,Spring,1.0000000000000002,87.695
Ahmedabad,2015-03-22,108.59,111.88999999999999,25.38,39.34,63.01,16.99,4.14,43.33,46.68,10.92,25.889999999999997,1.38,589.0,3,Spring,0.9705067476986328,85.7825
Ahmedabad,2015-03-23,130.76,111.88999999999999,45.61,41.03,85.76,16.99,4.14,43.33,41.58,10.92,25.889999999999997,1.38,818.0,3,Spring,1.1686477790687282,94.904
Ahmedabad,2015-03-24,143.55,111.88999999999999,27.3,31.15,57.16,16.99,4.14,43.33,35.38,10.92,25.889999999999997,1.38,737.0,3,Spring,1.2829564751094829,98.53800000000001
Ahmedabad,2015-03-25,165.07,111.88999999999999,23.83,34.48,57.71,16.99,4.14,43.33,43.79,10.92,25.889999999999997,1.38,585.0,3,Spring,1.4752882295111271,107.6455
Ahmedabad,2015-03-26,166.85,111.88999999999999,17.93,43.3,60.07,16.99,4.14,43.33,53.44,10.92,25.889999999999997,1.38,616.0,3,Spring,1.4911967110555011,109.6805
Ahmedabad,2015-03-27,147.38,111.88999999999999,6.4,35.82,40.22,16.99,4.14,43.33,17.94,10.92,25.889999999999997,1.38,437.0,3,Spring,1.3171865224774333,100.7705
Ahmedabad,2015-03-28,158.25,111.88999999999999,5.86,27.89,32.65,16.99,4.14,43.33,38.54,10.92,21.24,1.38,321.0,3,Spring,1.414335508088301,103.929
Ahmedabad,2015-03-29,234.22999999999996,111.88999999999999,4.99,21.8,25.37,16.99,4.14,43.33,39.77,8.68,14.95,1.38,372.0,3,Spring,2.09339529895433,133.40749999999997
Ahmedabad,2015-03-30,133.37,111.88999999999999,3.88,17.99,21.02,16.99,3.88,43.33,39.66,5.76,11.74,1.38,339.0,3,Spring,1.1919742604343553,92.232
Ahmedabad,2015-03-31,133.3,111.88999999999999,6.52,20.0,26.18,16.99,4.14,43.33,59.03,9.94,21.13,1.38,339.0,3,Spring,1.1913486459915992,92.7655
Ahmedabad,2015-04-01,96.04,81.125,3.8,20.07,23.46,16.99,3.8,43.33,46.61,7.54,13.44,1.38,324.0,4,Spring,1.1838520801232666,69.84075
Ahmedabad,2015-04-02,77.69,81.125,5.24,18.87,23.06,16.99,4.14,43.33,27.14,9.49,11.77,1.38,222.0,4,Spring,0.9576579352850539,62.66075
Ahmedabad,2015-04-03,53.07,81.125,4.17,13.82,17.45,16.99,4.14,40.36,21.76,4.47,6.94,1.38,169.0,4,Spring,0.654175654853621,51.758250000000004
Ahmedabad,2015-04-04,63.11,81.125,5.63,15.5,18.49,16.99,4.14,38.21,4.72,5.2,8.17,1.38,220.0,4,Spring,0.7779352850539291,55.81125
Ahmedabad,2015-04-06,120.96,81.125,4.23,20.86,25.02,16.99,4.14,35.54,35.66,6.05,15.85,1.38,303.0,4,Spring,1.4910323574730353,79.48825000000001
Ahmedabad,2015-04-07,138.63,81.125,5.65,25.47,30.67,16.99,4.14,43.33,29.77,10.92,24.67,1.38,314.0,4,Spring,1.70884437596302,88.02674999999999
Ahmedabad,2015-04-08,144.36,81.125,15.82,30.69,46.1,16.99,4.14,43.33,27.34,10.92,25.889999999999997,1.38,378.0,4,Spring,1.7794761171032358,91.10175
Ahmedabad,2015-04-09,85.03,81.125,3.3,26.7,27.41,16.99,3.3,43.33,35.89,7.58,25.889999999999997,1.38,415.0,4,Spring,1.048135593220339,65.93125
Ahmedabad,2015-04-11,61.06,81.125,3.52,14.03,17.59,16.99,3.52,8.08,19.54,0.0,0.0,1.38,126.0,4,Spring,0.7526656394453005,51.13775000000001
Ahmedabad,2015-04-12,39.42,81.125,5.28,19.56,24.66,16.99,4.14,17.66,31.3,0.0,0.0,1.38,175.0,4,Spring,0.48591679506933744,44.88925
Ahmedabad,2015-04-13,111.86,81.125,3.89,22.51,25.17,16.99,3.89,15.84,31.23,0.0,0.0,1.38,226.0,4,Spring,1.378859784283513,73.87575
Ahmedabad,2015-04-14,58.37,81.125,5.74,21.71,27.69,16.99,4.14,25.9,43.92,2.15,10.46,1.38,244.0,4,Spring,0.7195069337442218,53.615750000000006
Ahmedabad,2015-04-15,95.37,81.125,18.01,26.23,44.34,16.99,4.14,13.59,41.64,1.21,3.28,1.38,315.0,4,Spring,1.1755932203389832,67.86275
Ahmedabad,2015-04-16,141.3,81.125,30.8,36.88,66.53,16.99,4.14,41.06,37.66,0.66,0.01,1.38,678.0,4,Spring,1.7417565485362096,90.57925
Ahmedabad,2015-04-17,106.68,81.125,19.91,46.38,54.77,16.99,4.14,31.56,48.49,1.67,0.0,1.38,774.0,4,Spring,1.3150077041602466,77.20625000000001
Ahmedabad,2015-04-18,109.48,81.125,4.3,20.27,22.86,16.99,4.14,43.33,31.34,0.05,0.0,1.38,285.0,4,Spring,1.3495223420647149,75.58675
Ahmedabad,2015-04-19,126.04,81.125,6.99,20.18,26.78,16.99,4.14,43.33,28.71,0.2,0.0,1.38,321.0,4,Spring,1.5536517719568568,82.19725
Ahmedabad,2015-04-20,71.22,81.125,16.73,21.32,37.58,16.99,4.14,43.33,28.39,1.38,23.54,1.38,358.0,4,Spring,0.877904468412943,60.44025
Ahmedabad,2015-04-21,97.87,81.125,6.3,17.96,23.45,16.99,4.14,13.85,34.16,0.21,4.91,1.38,357.0,4,Spring,1.2064098613251155,67.64825
Ahmedabad,2015-04-22,63.38,81.125,3.44,13.28,15.44,16.99,3.44,24.79,43.62,0.0,0.0,1.38,189.0,4,Spring,0.7812634822804314,53.54425
Ahmedabad,2015-04-24,80.9,81.125,5.7,18.62,24.23,16.99,4.14,43.33,22.8,0.05,0.09,1.38,214.0,4,Spring,0.9972265023112481,63.907250000000005
Ahmedabad,2015-04-25,103.29,81.125,4.55,19.82,23.69,16.99,4.14,43.33,22.18,0.06,1.17,1.38,253.0,4,Spring,1.273220338983051,73.04325
Ahmedabad,2015-04-26,107.5,81.125,5.29,15.56,19.73,16.99,4.14,43.33,10.12,0.09,0.16,1.38,239.0,4,Spring,1.325115562403698,74.08825
Ahmedabad,2015-04-29,138.42,81.125,5.05,16.7,21.56,16.99,4.14,43.33,27.18,0.01,0.88,1.38,300.0,4,Spring,1.7062557781201848,86.62724999999999
Ahmedabad,2015-04-30,129.04,81.125,5.69,14.86,19.66,16.99,4.14,43.33,18.67,0.0,0.0,1.38,317.0,4,Spring,1.5906317411402155,82.59925
Ahmedabad,2015-05-01,96.65,85.505,4.67,15.9,20.53,16.99,4.14,39.41,11.83,0.01,0.0,1.38,240.0,5,Summer,1.1303432547804224,70.50225
Ahmedabad,2015-05-02,126.77,85.505,15.69,23.93,39.73,16.99,4.14,43.33,36.71,0.22,0.04,1.38,344.0,5,Summer,1.4826033565288579,84.14675
Ahmedabad,2015-05-03,106.15,85.505,13.12,23.02,35.05,16.99,4.14,43.33,81.6,0.3,0.02,1.38,503.0,5,Summer,1.241447868545699,75.76225000000001
Ahmedabad,2015-05-04,86.31,85.505,2.69,10.5,10.9,16.99,2.69,43.33,90.54,0.47,0.15,1.38,308.0,5,Summer,1.0094146541137945,64.49825
Ahmedabad,2015-05-05,83.99,85.505,2.73,0.08,2.75,16.99,2.73,34.06,69.57,0.28,0.05,1.38,227.0,5,Summer,0.9822817379100637,61.12025
Ahmedabad,2015-05-06,65.11,85.505,3.14,4.58,6.75,16.99,3.14,22.27,32.26,0.17,0.04,1.38,120.0,5,Summer,0.761475937079703,53.47424999999999
Ahmedabad,2015-05-07,51.03,85.505,6.24,20.47,26.2,16.99,4.14,15.5,31.44,0.0,0.0,1.38,158.0,5,Summer,0.596807204257061,50.548750000000005
Ahmedabad,2015-05-08,38.73,85.505,8.0,19.28,26.61,16.99,4.14,20.13,25.7,0.0,0.0,1.38,177.0,5,Summer,0.45295596748728145,45.91325
Ahmedabad,2015-05-09,61.12,85.505,9.94,17.82,27.18,16.99,4.14,39.69,25.9,0.0,0.0,1.38,201.0,5,Summer,0.7148119992982866,56.60625
Ahmedabad,2015-05-10,58.44,85.505,10.68,17.24,27.38,16.99,4.14,43.33,18.89,0.0,0.0,1.38,211.0,5,Summer,0.6834688029939769,55.81125
Ahmedabad,2015-05-11,61.49,85.505,11.44,16.69,27.61,16.99,4.14,42.66,18.2,0.01,0.0,1.38,221.0,5,Summer,0.7191392316238817,56.881750000000004
Ahmedabad,2015-05-12,65.39,85.505,12.3,16.08,27.86,16.99,4.14,27.96,22.35,0.0,0.0,1.38,233.0,5,Summer,0.7647505993801532,56.880250000000004
Ahmedabad,2015-05-13,100.92,85.505,20.42,18.9,37.83,16.99,4.14,31.9,22.84,4.9,19.26,1.38,481.0,5,Summer,1.1802818548622889,71.90925
Ahmedabad,2015-05-14,97.48,85.505,5.31,30.02,33.62,16.99,4.14,36.05,16.26,10.6,25.889999999999997,1.38,352.0,5,Summer,1.140050289456757,72.61625000000001
Ahmedabad,2015-05-15,129.27,85.505,14.28,28.33,41.92,16.99,4.14,43.33,25.4,10.92,25.889999999999997,1.38,327.0,5,Summer,1.5118414127828783,85.80675
Ahmedabad,2015-05-16,129.58,85.505,21.23,28.79,45.4,16.99,4.14,17.66,34.42,10.92,25.889999999999997,1.38,577.0,5,Summer,1.5154669317583769,83.43275000000001
Ahmedabad,2015-05-17,100.57,85.505,7.56,18.79,24.33,16.99,4.14,38.76,38.83,4.92,17.94,1.38,411.0,5,Summer,1.1761885269867258,72.43875
Ahmedabad,2015-05-18,130.34,85.505,7.14,17.43,23.72,16.99,4.14,43.33,29.05,5.05,14.0,1.38,212.0,5,Summer,1.524355300859599,84.59975
Ahmedabad,2015-05-19,53.24,85.505,8.05,15.86,23.34,16.99,4.14,36.23,21.58,5.23,15.0,1.38,280.0,5,Summer,0.6226536459856149,52.81425
Ahmedabad,2015-05-20,42.0,85.505,10.44,18.16,21.8,16.99,4.14,17.0,25.5,0.0,0.0,1.38,162.0,5,Summer,0.4911993450675399,46.740249999999996
Ahmedabad,2015-05-22,83.69,85.505,10.89,17.18,27.15,16.99,4.14,41.12,35.61,10.92,20.2,1.38,569.0,5,Summer,0.9787731711595813,65.68124999999999
Ahmedabad,2015-05-23,38.88,85.505,2.18,16.28,17.74,16.99,2.18,26.4,12.47,3.0,6.96,1.38,128.0,5,Summer,0.4547102508625227,44.19025
Ahmedabad,2015-05-24,46.89,85.505,2.96,16.17,18.49,16.99,2.96,41.96,10.74,3.41,8.87,1.38,129.0,5,Summer,0.5483889831004035,49.71375
Ahmedabad,2015-05-25,70.96,85.505,4.12,15.47,19.28,16.99,4.12,23.67,16.01,3.72,8.13,1.38,152.0,5,Summer,0.8298929887141102,58.56775
Ahmedabad,2015-05-26,53.66,85.505,4.23,14.43,18.06,16.99,4.14,14.46,45.64,2.39,6.4,1.38,176.0,5,Summer,0.6275656394362903,50.59074999999999
Ahmedabad,2015-05-27,45.49,85.505,4.26,13.73,17.1,16.99,4.14,12.85,71.85,2.5,5.96,1.38,167.0,5,Summer,0.5320156715981522,47.056749999999994
Ahmedabad,2015-05-28,60.86,85.505,5.27,16.61,21.42,16.99,4.14,14.91,41.19,3.03,9.18,1.38,106.0,5,Summer,0.7117712414478686,53.84275
Ahmedabad,2015-05-29,51.93,85.505,13.71,17.87,31.64,16.99,4.14,15.33,12.88,6.32,19.17,1.38,231.0,5,Summer,0.6073329045085083,50.50175000000001
Ahmedabad,2015-05-30,77.87,85.505,6.67,17.12,23.0,16.99,4.14,43.33,16.67,4.79,9.78,1.38,327.0,5,Summer,0.9107069762002223,63.56525
Ahmedabad,2015-05-31,57.59,85.505,5.6,15.47,20.42,16.99,4.14,41.68,25.51,2.64,6.3,1.38,174.0,5,Summer,0.6735278638676102,55.04075
Ahmedabad,2015-06-01,77.22,110.95,7.02,15.47,21.13,16.99,4.14,43.33,9.56,3.74,8.45,1.38,185.0,6,Summer,0.69598918431726,69.41900000000001
Ahmedabad,2015-06-02,45.29,110.95,7.25,12.74,19.66,16.99,4.14,18.64,6.32,2.73,6.99,1.38,179.0,6,Summer,0.4082018927444795,53.768499999999996
Ahmedabad,2015-06-03,103.78,110.95,6.36,13.9,19.86,16.99,4.14,7.76,15.27,0.82,1.37,1.38,211.0,6,Summer,0.9353762956286615,76.25049999999999
Ahmedabad,2015-06-04,25.14,110.95,6.01,18.73,24.74,16.99,4.14,38.05,38.52,0.0,0.0,1.38,192.0,6,Summer,0.22658855340243353,48.548
Ahmedabad,2015-06-05,87.03,110.95,8.05,17.88,25.53,16.99,4.14,23.84,48.22,0.0,0.0,1.38,310.0,6,Summer,0.784407390716539,71.75550000000001
Ahmedabad,2015-06-06,89.6,110.95,6.59,19.84,25.9,16.99,4.14,43.33,44.78,0.0,0.0,1.38,223.0,6,Summer,0.807570977917981,75.0265
Ahmedabad,2015-06-07,80.69,110.95,6.86,16.07,22.25,16.99,4.14,39.85,32.65,0.0,0.0,1.38,192.0,6,Summer,0.7272645335736818,70.549
Ahmedabad,2015-06-08,44.75,110.95,7.76,16.53,24.29,16.99,4.14,9.89,8.07,0.0,0.0,1.38,191.0,6,Summer,0.40333483551149163,53.246
Ahmedabad,2015-06-09,38.11,110.95,7.41,11.62,19.03,16.99,4.14,3.13,6.69,2.5,5.93,1.38,184.0,6,Summer,0.34348805768364127,49.1775
Ahmedabad,2015-06-10,45.5,110.95,8.56,15.59,24.15,16.99,4.14,0.76,3.82,5.09,8.52,1.38,220.0,6,Summer,0.41009463722397477,52.492
Ahmedabad,2015-06-11,36.98,110.95,8.21,11.52,19.74,16.99,4.14,0.52,5.17,3.63,8.16,1.38,215.0,6,Summer,0.3333032897701667,48.4495
Ahmedabad,2015-06-12,43.58,110.95,8.26,13.33,21.58,16.99,4.14,1.02,7.56,3.59,6.79,1.38,226.0,6,Summer,0.392789544840018,51.410999999999994
Ahmedabad,2015-06-13,45.49,110.95,9.63,14.91,24.53,16.99,4.14,0.81,2.94,3.67,6.62,1.38,251.0,6,Summer,0.410004506534475,52.391000000000005
Ahmedabad,2015-06-14,38.06,110.95,8.67,18.57,27.25,16.99,4.14,1.05,4.63,2.85,5.12,1.38,216.0,6,Summer,0.34303740423614243,49.992
Ahmedabad,2015-06-15,45.41,110.95,9.35,20.55,29.9,16.99,4.14,0.74,4.5,2.83,7.18,1.38,237.0,6,Summer,0.40928346101847674,53.198
Ahmedabad,2015-06-16,37.71,110.95,8.54,16.26,24.8,16.99,4.14,0.87,4.6,2.52,7.61,1.38,198.0,6,Summer,0.3398828301036503,49.487500000000004
Ahmedabad,2015-06-17,32.37,110.95,7.53,14.36,21.89,16.99,4.14,2.17,12.17,1.88,7.92,1.38,195.0,6,Summer,0.29175304191077056,47.1965
Ahmedabad,2015-06-18,34.74,110.95,7.59,13.51,21.11,16.99,4.14,4.11,12.22,1.82,6.19,1.38,187.0,6,Summer,0.3131140153222172,48.211
Ahmedabad,2015-06-19,32.56,110.95,7.34,13.91,21.25,16.99,4.14,4.04,11.85,2.55,9.3,1.38,181.0,6,Summer,0.2934655250112663,47.392
Ahmedabad,2015-06-20,29.28,110.95,7.55,11.68,19.23,16.99,4.14,4.01,12.64,1.64,7.0,1.38,179.0,6,Summer,0.26390265885534026,45.74250000000001
Ahmedabad,2015-06-21,20.46,110.95,7.15,10.61,17.76,16.99,4.14,5.62,12.7,1.26,5.17,1.38,188.0,6,Summer,0.18440739071653897,42.215
Ahmedabad,2015-06-22,26.07,110.95,7.99,11.07,19.06,16.99,4.14,4.1,10.57,1.5,6.9,1.38,190.0,6,Summer,0.23497070752591256,44.376
Ahmedabad,2015-06-23,21.43,110.95,7.45,11.16,18.62,16.99,4.14,4.99,7.38,1.4,6.69,1.38,185.0,6,Summer,0.19315006759801712,42.6225
Ahmedabad,2015-06-24,11.91,110.95,7.34,10.1,17.44,16.99,4.14,10.86,5.47,1.3,12.23,1.38,189.0,6,Summer,0.10734565119423163,39.2425
Ahmedabad,2015-06-25,57.75,110.95,8.68,9.68,18.36,16.99,4.14,12.28,3.06,1.98,6.51,1.38,196.0,6,Summer,0.5205047318611987,57.657500000000006
Ahmedabad,2015-06-26,66.39,110.95,8.58,12.79,21.36,16.99,4.14,11.09,4.96,1.76,6.18,1.38,201.0,6,Summer,0.598377647589004,61.461000000000006
Ahmedabad,2015-06-27,62.61,110.95,9.15,9.83,18.98,16.99,4.14,12.31,6.44,1.87,5.47,1.38,231.0,6,Summer,0.5643082469580892,59.627
Ahmedabad,2015-06-28,47.5,110.95,8.07,9.53,17.59,16.99,4.14,13.91,7.28,1.34,3.97,1.38,196.0,6,Summer,0.4281207751239297,53.69799999999999
Ahmedabad,2015-06-29,111.8,110.95,9.23,11.51,20.74,16.99,4.14,5.27,5.99,1.84,5.69,1.38,220.0,6,Summer,1.0076611086074807,78.851
Ahmedabad,2015-06-30,30.0,110.95,8.87,13.59,22.64,16.99,4.14,8.09,6.31,1.32,4.59,1.38,244.0,6,Summer,0.270392068499324,46.724999999999994
Ahmedabad,2015-07-01,4.66,113.3,9.01,10.9,20.36,16.99,4.14,7.31,6.38,1.27,3.94,1.38,223.0,7,Monsoon,0.041129744042365406,36.695
Ahmedabad,2015-07-02,48.72,113.3,9.56,11.94,21.5,16.99,4.14,5.72,6.61,1.77,4.96,1.38,230.0,7,Monsoon,0.430008826125331,54.316
Ahmedabad,2015-07-03,49.7,113.3,9.43,9.81,19.23,16.99,4.14,6.78,6.42,2.0,4.79,1.38,243.0,7,Monsoon,0.43865842894969115,54.494499999999995
Ahmedabad,2015-07-04,48.1,113.3,8.03,9.53,17.57,16.99,4.14,9.33,7.6,1.68,4.41,1.38,215.0,7,Monsoon,0.4245366284201236,54.067499999999995
Ahmedabad,2015-07-05,47.43,113.3,8.11,9.45,17.56,16.99,4.14,7.93,7.08,2.1,3.6,1.38,199.0,7,Monsoon,0.4186231244483672,53.647499999999994
Ahmedabad,2015-07-06,51.74,113.3,8.91,12.38,21.28,16.99,4.14,10.05,5.78,2.15,3.64,1.38,200.0,7,Monsoon,0.4566637246248897,56.023
Ahmedabad,2015-07-07,42.68,113.3,9.74,11.08,20.82,16.99,4.14,10.87,4.44,1.62,4.96,1.38,226.0,7,Monsoon,0.3766990291262136,52.286
Ahmedabad,2015-07-08,38.45,113.3,10.55,7.8,18.35,16.99,4.14,10.28,3.24,2.46,4.79,1.38,241.0,7,Monsoon,0.3393645189761695,50.043
Ahmedabad,2015-07-09,46.69,113.3,11.48,0.17,11.64,16.99,4.14,10.25,5.76,1.77,4.34,1.38,222.0,7,Monsoon,0.4120917917034422,52.1915
Ahmedabad,2015-07-10,55.27,113.3,11.55,0.12,11.66,16.99,4.14,12.7,6.55,1.69,4.17,1.38,223.0,7,Monsoon,0.48781994704324805,55.86100000000001
Ahmedabad,2015-07-11,149.03,113.3,11.49,0.16,11.65,16.99,4.14,10.07,7.27,1.71,5.72,1.38,248.0,7,Monsoon,1.3153574580759047,93.108
Ahmedabad,2015-07-12,86.57,113.3,11.47,0.17,11.64,16.99,4.14,11.09,6.53,1.57,3.85,1.38,300.0,7,Monsoon,0.7640776699029126,68.2275
Ahmedabad,2015-07-13,111.77,113.3,11.3,0.24,11.53,16.99,4.14,7.73,4.67,1.72,4.52,1.38,232.0,7,Monsoon,0.986496028243601,77.982
